company,competitors,degree,department,experience,job_category,job_content,jobname,others,skills,tools,update_time,url,page
聯嘉光電股份有限公司,5,大學,電機電子工程相關、機械工程相關、光電工程相關,不拘,生產技術／製程工程師,請先至研發及產業訓儲替代役資訊系統登入資料：https://rdss.nca.gov.tw 1、SMT製程設定 2、生產設備保養維修 3、產品製程異常分析與改善 4、其它主管交辦事項 1.四節禮金 2.年終尾牙 3.尾牙摸彩 4.員工聚餐 5.員工分紅入股 6.員工團保 7.員工婚喪喜慶慰問關懷及補助 8.生日禮金 9.生日慶生同樂會 10.免費電影票及不定期團康之比賽活動 11.旅遊補助 12.職福會福利及特約廠商優惠折扣,2017產業訓儲替代役-製程研發工程師,1、在學曾經有專案運作經驗 2、有自動化控制經驗尤佳 3、有影像辨識/程控經驗尤佳,不拘,LabVIEW 、 AutoCAD 、 PLC,2017-01-03,http://www.104.com.tw/job/?jobno=4okaz&jobsource=n104bank1&hotjob_chr=,121
精誠資訊股份有限公司,5,專科,不拘,1年以上,國內業務人員,1. 數位媒體 Mobile App 行動廣告業務推展 2. 業務行銷企劃提案簡報 3. 客戶關係維護、資料整理與分析 4. 業務報表製作與帳款催收處理 精誠資訊擁有完整的員工職涯發展體系規劃，以專業職與管理職雙軌制度，提供員工個別發展及考核計畫，再配合個別員工的需求以及特質，協助個人追求職涯發展與成長空間。多元化的學習管道，涵蓋線上學習、外派訓練、內部訓練，以及在職訓練，員工可以依照自己的興趣以及專長，選擇最適合學習方式，自我成長。對於專業職員工，公司也提供專業認證補助，鼓勵員工在職學習，不斷提升個人專業。 人性化的管理方式也是精誠資訊的一大特色，擁有彈性上下班時間、優於勞基法的特別休假制度；為妥善照顧員工的生活起居，總公司備有員工餐廳以及健身房等休閒設施供員工使用。此外，免費的視障按摩服務，亦是精誠資訊體貼員工的一大特點。精誠資訊認為人才是企業最寶貴的資產，在不斷追求提升工作環境品質，提供員工一個更健康工作職場的努力下，精誠在2007年獲得行政院衛生署國民健康局所頒發的『健康職場自主認證』。未來精誠將秉持一貫的理念，讓員工在完善的環境中安心工作，個人身心健康得到妥適的照顧。 【薪資保險篇】 -固定薪資(含本薪、職務加給、伙食津貼)12個月，每月20日提前發放當月薪資 (特殊職務提供輪值津貼、汽車津貼、專案津貼) -視個人績效表現發放年終獎金、績效獎金、盈餘分紅等優渥獎金 -勞保、健保、退休金提撥 -免費團保(醫療險、防癌險、意外險及壽險) -眷屬團保優惠 【休假制度篇】 -周休二日、人性化管理 -彈性上、下班時間制度 (提供三個彈性上班時段8:30~17:30、9:00~18:00；9:30~18:30供員工自由選擇) -優於勞基法的特別休假-正職同仁到職當年最多享有9天年假(依到職比例計算) -每年支薪病假(含生理假)8天 -提供男性同仁陪產假5天 -正職人員生日當月享一日在家上班 【福利補助篇】 -三節、生日發放禮金或禮卷 -優惠電影券 -結婚禮金、生育禮金、喪葬補助、旅遊補助 -自有汽、機車停車場供同仁申請 -員工健康檢查 -免費按摩舒壓 -社團經費補助 -集團產品優惠價 -教育訓練、在職進修補助 -悅知文化叢書購書優惠 -恆逸資訊教育訓練中心專業課程優惠價 【健康休閒篇】 -員工餐廳及休閒咖啡吧 -社團活動 -明亮的辦公室環境 -不定期舉辦旅遊活動及員工活動 -設有羽球館、健身房、哺乳室、盥洗室、增進員工身心健康,高級業務專員-D101,1. PowerPoint 簡報企劃能力 2. Excel 3. Word 4. Outlook 5. 具備陌生開發能力 6. 熟 Mobile App 相關應用 7. 業務企劃行銷能力 8. 具 數位媒體/行銷企劃/廣告 等經驗領域尤佳 9. 喜愛數位媒體、網路科技、行銷企劃相關工作、優異的簡報能力及溝通技巧者佳,不拘,Excel 、 Outlook 、 PowerPoint 、 Word,2016-12-07,http://www.104.com.tw/job/?jobno=3jfj0&jobsource=n104bank1&hotjob_chr=,121
永聯物流開發股份有限公司,6-10,大學以上,資訊管理相關、工業管理相關、其他商業及管理相關,2年以上,系統維護／操作人員,資訊管理或工業工程相關科系畢業 或有MIS經驗2年以上 熟悉資料庫管理與網路架構 俱有系統分析能力 善於溝通 有物流倉庫管理系統、自動化系統導入的的經驗者尤佳 ◆ 獎金/禮品類 1.三節獎金/禮品 ◆ 保險類 1.勞保 2.健保 3.員工團保 4.眷屬團保 5.意外險 ◆ 休閒類 1.慶生會 ◆ 補助類 1.結婚禮金 2.生育津貼,MIS,未填寫,不拘,不拘,2017-01-05,http://www.104.com.tw/job/?jobno=4sltw&jobsource=n104bank1&hotjob_chr=,122
蝙蝠移動科技股份有限公司,5,專科、大學、碩士,不拘,不拘,國內業務人員,職務描述 : 1. 孰悉數位媒體產業 ! 專案執行 !  擔任媒體溝通窗口，維繫對內及對外之溝通關係。 2. 維繫顧客關係，與客戶溝通執行細節。 3. 提案、簡報、統籌、執行、預算管理。 報表數據整理分析 4. 了解客戶需求並給予分析建議。 補助專業技能進修 彈性上下班 部門聚餐 吃不完的零食 喝不完的啤酒跟飲料 週一固定踢球運動日 每週彈性一天可提早下班去運動 不定期電影、球賽欣賞 週休二日 女性同仁生理假 年終獎金,Account,條件需求 : 1. 英文 : 聽 /流暢、說 /流暢、讀 /流暢、寫 /流暢 2. 數字觀念佳 3. 個性細心且負責任 4. 抗壓力高 5. 主動學習、自我管理 6. 對數位產業有經驗者佳,不拘,Excel 、 PowerPoint,2017-01-03,http://www.104.com.tw/job/?jobno=528sa&jobsource=n104bank1&hotjob_chr=,122
立達徵信社,5,高中以上,不拘,不拘,資料庫管理人員,"1.設計網路安全系統，撰寫防火牆及電腦病毒防範軟體 2.用者電腦故障排除,軟體安裝、設定、系統操作，與分析網路資料傳輸與網路安全架構等特性，以設計、發展及維護網際網路系統之正常運作 3.安裝、修改、偵錯各種網路安全系統，以防制網路駭客入侵特定之網路 4.支援網路安全系統程式設計工作、及網路及通訊系統整合 5.對網路安全系統之運作、管理及周邊設備之採購作業，提供技術性建議 6.分析資訊、網路系統使用者的使用模式、行為 7.設計資訊安全防護系統，撰寫防火牆程式、防毒軟體 8.針對新型的電腦病毒進行研究、分析，找出預防方法 9.提供資訊安全相關問題的諮詢 10.對現有資訊安全系統進行分析、偵錯、改良以提高資訊安全系統可靠性 11.協助資訊專業人員進行電腦、標準軟體以及週邊設備之安裝 12.現存程式之調整，更新、維護及作少量之修正 13.電腦週邊設備及工業機器人之操作、管理與控制 公司制度：勞保、健保、員工在職教育訓練、良好升遷制度、週休二日 獎金福利：全勤獎金、年節獎金、員工生日禮金、年終獎金、三節獎金 休假福利：男性員工陪產假、育嬰假、年假 保險福利：勞退提撥金 娛樂福利：員工電影、國內旅遊、員工定期聚餐、慶生會 補助福利：員工國內、外進修補助、員工退休規劃（包括退休金及退休後之福利等）、員工及眷屬喪葬補助、治裝費或兌換券 其他福利： 案件分紅、不定期下午茶、老闆娘團購的戰利品@@ 如果您喜歡聽故事，這裡有聽不完的人生故事 如果您喜歡接觸人群，這裡有各種人生百態 所有福利，您得先來泡杯茶才能完全了解",維修工程師(工程技術部/技術維運中心),未填寫,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=4qj6w&jobsource=n104bank1&hotjob_chr=,122
松崗群英集團_遊方科技股份有限公司,11-30,專科以上,不拘,2年以上,遊戲企劃人員,1.負責網頁/行動遊戲產品營運/企劃/執行及測試評估。 2.專案控管與產品營運損益等數據成效分析。 3.能夠對於遊戲性及遊戲系統提出具體可執行之建議。 4.對遊戲開發商溝通協調。 5.收集國內外/大陸遊戲市場/產品相關資訊與分析。 6.需能配合國內外出差事宜。 ◆ 獎金/禮品類 1.年終獎金 2.三節獎金/禮品 ◆ 保險類 1.勞保 2.健保 3.員工團保 4.職災保險 ◆ 休閒類 1.國內旅遊 2.夏季/聖誕節活動 ◆ 制度類 1.員工創意提案制度與獎勵 2.完整的教育訓練 3.順暢的升遷管道與職涯規劃 ◆ 請 / 休假制度 1.週休二日 2.特休/年假 3.生日假 4.陪產假 5.女性同仁生理假 ◆ 其他 1.健康檢查 ◆ 補助類 1.結婚禮金 2.生育津貼 3.住院慰問金,行動遊戲PM,1. 相關企劃二年以上經驗。(行動遊戲營運經驗者佳) 2. 對數字敏銳並能確實掌控營運績效。 3. 對遊戲企劃有獨特創意及熱忱。 4. 具責任心且良好的溝通協調、執行力及應變能力。 5. 熱衷團隊合作、抗壓力強、善溝通、能配合產品專案需求。,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=4xk1m&jobsource=n104bank1&hotjob_chr=,122
行動基因生技股份有限公司,11-30,大學、碩士,資訊工程相關、其他數學及電算機科學相關、電機電子工程相關,2年以上,網路管理工程師,1. VM伺服器系統維護與管理、機房與網路設備之建置、管理與維護。 2. 監控公司系統網路運作，並建立危機處理的標準流程。 3. 維護與管理企業資訊設備(機房伺服器、網路設備、電腦)。 4. 協助各單位維護與管理企業應用系統。 5. 管理Private Cloud Services/海外公司資通訊系統整合維護。 6. 協同教育訓練執行/技術之文件建立與維護。 ☆福委禮金: 1.生日禮金 2.結婚禮金 ☆保險類 1.勞保 2.健保 3.團保 ☆休閒類 1.員工旅遊 2.社團活動 3.員工慶生會 4.Happy Hour ☆設備類 1.員工健身房/Shower Room 2.哺乳室 3.設置研磨咖啡機供同仁免費使用 ☆請休假 1.週休二日 2.優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假 3.給薪病假 4.陪產假 5.家庭照顧假 6.女性同仁生理假 7.育嬰假 ☆補助類 1.停車位補助 2.團康補助 3.傷病急難救助 4.生育補助 5.弔唁慰問金 ☆其他: 1.員工每年一次健康檢查 2.員工股票選擇權,網路/系統,"1.擅長工具：Windows 7、Windows 10、Windows Server 2012、Vmware、Hyper-V 2.工作技能：伺服器管理維護、作業系統操作、電腦/資訊相關設備設定、操作、維護及故障排除、系統整合分析問題追蹤處理(Bug tracking)、測試環境建置規劃、網路架構分析與設計/故障排除、網路系統配置、網路規劃管理、網路設備設定安裝 3. 具Linux、Windows Server、vSphere、VM 管理經驗。。 4. 具UTM、L3 Switch、PBX管理經驗 5.熟VMware/Citrix/Lync/Share Point/Windows Server AD,Exchange尤佳。 6.具獨立進行作業能力。",不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=4qobg&jobsource=n104bank1&hotjob_chr=,122
孚創雲端股份有限公司,5,大學、碩士,不拘,5年以上,國內業務人員,"1. 國內、外新客戶之開發與舊客戶關係之聯繫。 2. 對客戶提供專案規劃服務，並進行公司產品之銷售推展。 3. 蒐集、分析客戶或產品之相關情報。 4. 新市場之搜尋與開發。 1.人性化管理，彈性上下班時間(上班8:00~10:00、下班5:00~7:00) 2.週休二日、優於勞基法的休假制度，包括: (1) 滿一年享有10天特休與彈性年假 (2) 試用期滿後，可預支下一年度特休假(無須滿一年) 3.獎金制度 -保障年薪14個月 4.三節禮品/獎金 -端午、中秋發放員工禮品，春節發放開工禮金 5.員工各項福利禮金 -含結婚禮金、本人或配偶生育禮金、生病慰問、親屬喪葬慰問等 6.員工保障 -團體保險、公司全額負擔高級健檢中心員工健檢 7.工作與興趣平衡發展 -鼓勵員工成立社團，並每季提供社團補助、補助員工團體登山 8.辦公室貼心提供點心、零食與飲料 9.部門聚餐基金 10.優秀員工評選，提供五天帶薪休假與NTD$25,000旅遊津貼",資深業務專員,1. 能獨立作業，溝通能力佳，能自我管理 2. 具備良好溝通協調能力，維持良好客戶關係 3. 擁有品牌行銷工作經驗 4. 需擁有資訊軟體行銷驗,不拘,Excel 、 Outlook 、 PowerPoint 、 Word,2017-01-02,http://www.104.com.tw/job/?jobno=4tk8z&jobsource=n104bank1&hotjob_chr=,122
遠東鐵櫃鋼鐵廠股份有限公司,5,高中以上,不拘,不拘,行銷企劃主管,1.發展符合公司目標及顧客滿意度的行銷或品牌策略。 2.根據公司目標、市場特性和成本及利潤的考量，來發展和評估銷售或推廣策略。 3.評估產品開發的行銷預算及計劃（如：分派預算額度、預測投資報酬及損益情形）。 4.負責行銷企劃案的撰寫、規劃，籌備、執行公司對外的行銷活動與媒體活動（如：促銷活動），   並對其效益進行分析與建議。 5.建立、分析現有顧客與潛在顧客資料，並發展客戶維繫方案。 ◆ 獎金 1.年終獎金 ◆ 保險類 1.勞保 2.健保 ◆ 請 / 休假制度 1.特休/年假,行銷業務人員(新科國民運動中心),未填寫,不拘,Excel 、 PowerPoint 、 Word,2016-12-30,http://www.104.com.tw/job/?jobno=56d1a&jobsource=n104bank1&hotjob_chr=,122
豐聯資訊股份有限公司,5,專科、大學、碩士,資訊管理相關、其他數學及電算機科學相關、商業及管理學科類,不拘,Internet程式設計師,1.系統建置規劃、專案執行、協調與溝通 2.五年以上程式設計開發經驗 3.熟悉Web及應用技術服務架構 4.具備專案與團隊運作經驗 5.具備良好分析判斷與邏輯思考表達能力 6.主動積極負責 7.高度服務熱枕、溝通協調能力及執行力 8.組織能力佳、反應敏捷與快速 9.遇到問題能主動了解與釐清問題點並具解決問題的能力 ◆員工紅利 ◆設立職工福利委員會 ◆保險類(1.勞保、2.健保) ◆休閒類(1.國內或國外旅遊補助) ◆制度類(1.績效獎金、2.專案獎金、3.研發獎金、4.業務獎金、5.順暢的升遷管道) ◆請 / 休假制度(1.週休二日、2.特休假、3.陪產假、4.女性同仁生理假) ◆補助類(1.結婚禮金、2.生育津貼、3.社團補助、4.旅遊補助、5.住院慰問金、6.外訓課程補助),程式設計師,1. 有關聯式資料庫概念 2. 善溝通，積極學習、細心，能全心投入工作者。 3. 具責任感、能挑戰自我期許者。 4. 歡迎社會新鮮人加入我們的行列。,軟體程式設計 、 軟體程式設計 、 網路程式設計 、 網路程式設計 、 資料庫程式設計 、 資料庫程式設計,Apple 、 Windows 2003 、 Windows Mobile 、 Windows XP 、 Windows 7 、 Windows Server 2008 、 Android 、 AJAX 、 ASP.NET 、 C# 、 C++ 、 Java 、 JSP 、 PowerBuilder 、 Visual Studio 、 Visual Studio .net 、 Silverlight 、 ANSI SQL 、 MS SQL 、 MySQL 、 Oracle 、 RDBMS 、 DHTML 、 HTML 、 XML 、 Excel 、 PowerPoint 、 Word,2017-01-05,http://www.104.com.tw/job/?jobno=235q0&jobsource=n104bank1&hotjob_chr=,122
香港商酷比軟體創作有限公司台灣分公司,5,大學以上,資訊工程相關,5年以上,軟體專案主管,1.培養、指導及激勵團隊成員，充分調動團隊成員的積極性和高度責任感完成分配的工作。 2.管理整個軟體開發專案之流程（如：前置規劃、流程分析、解決方案評估、系統分析、系統設計、系統開發、資料驗證、系統測試、使用者測試）。 3.了解相關單位對於資訊化之需求，思考合適之解決方案，協助整體資訊之發展與應用。 4.進行專案過程中必要之溝通協調工作。 5.負責專案風險之管理與排除。 採人性化管理制度及環境 ◆ 獎金/禮品類 1.年終獎金 2.三節禮金 3.生日禮金 ◆ 休閒類 1.休閒活動及團體聚餐 ◆ 制度類 1.伙食津貼 2.交通津貼 3.完整的教育訓練 4.順暢的升遷管道 ◆ 請 / 休假制度 1.週休二日 2.特休/年假,專案主管／開發主管／技術主管,1. 開朗、有幽默感 2. 樂於聆聽不同意見 3. 勇於嘗試新技術,專案時間╱進度控管 、 專案規劃執行╱範圍管理 、 系統架構規劃 、 系統整合分析 、 軟體工程系統開發,Linux 、 Android 、 iOS 、 Systems Analysis 、 Java 、 Data Modeling 、 MySQL 、 J2EE 、 jQuery,2017-01-03,http://www.104.com.tw/job/?jobno=57856&jobsource=n104bank1&hotjob_chr=,122
華碩雲端股份有限公司,11-30,大學以上,不拘,1年以上,產品管理師,[工作內容] 這個職位徵求的是「產品線開發_產品經理」，專注於市場與產品之間的聯繫、市場區隔、市場定位、產品線規劃、成本分析、價格制定。 01. 競品分析、目標客層分析與市場資料搜集/分析 02. 健康、醫療類產品策略制定、各產品線上市規劃與產品生命週期管理 03. 新產品開發之產品規格/時程/成本/定價 之規畫與執行 04. 撰寫產品Sales kit、產品推廣執行，效益進行分析及改善建議提案 05. 依市場/商品定位規劃適合商品的行銷活動 06. 銷售分析與報表管理 07. 跨部門溝通協調(對內和對外) 08. 整合客戶需求及提供解決方案 (具成本分析及簡報能力) 員工休息區隨時充滿各式各樣的零食、點心及無限量供應的現磨咖啡，讓您補充元氣與體力； 遇年節假期固定提供午茶甜點，讓同仁帶著愉悅的心情迎接假期！ 其它福利項目如下： ◆ 分紅 / 配股 1.員工紅利 2.員工配股 3.員工認股 ◆ 獎金 / 禮品類 1.年終獎金 2.三節禮金/禮品 3.生日禮金/禮品 ◆ 保險類 1.勞保 2.健保 3.團保：壽險、意外險、住院險、癌症險、職業災害險 ◆ 休閒類 1.部門聚餐 2.驚喜下午茶 3.慶生活動 4.自選式福利(健檢、旅遊、電影、教育....等) ◆ 制度類 1.績效獎金/目標獎金 ◆ 請 / 休假制度 1.週休二日 2.優於勞基法之特休假 3.新進人員特休假,商用市場PM(Channel,TOEIC,不拘,不拘,2017-01-05,http://www.104.com.tw/job/?jobno=557og&jobsource=n104bank1&hotjob_chr=,122
金財通商務科技服務股份有限公司,5,大學、碩士,資訊管理相關、應用數學相關、資訊工程相關,1年以上,軟體設計工程師,1.熟JAVA 程式設計及資料庫設計 2.開發及維護電子商務金融業金流Web應用系統 3.負責系統之需求分析、系統分析與設計、系統測試、上線及教育訓練 4.對開發優秀產品與高品質程式碼有熱情 5.對財務/金融商品有興趣 6.學習能力強、能主動發現問題並尋求最佳解決方案 7.樂於溝通與分享、優良的團隊合作者 公司福利制度佳，重團隊合作，同仁感情佳，工作穩定，歡迎有興趣的您來信應徵！ ◆ 獎金/禮品類 1.年終獎金 2.三節獎金/禮品 3.勞動節獎品/禮品 ◆ 保險類 1.勞保 2.健保 3.退休金提撥 4.員工團保 5.眷屬團保 ◆ 休閒類 1.國內員工旅遊 2.部門聚餐 ◆ 制度類 1.介紹獎金 2.績效獎金 3.完整的教育訓練 ◆ 請 / 休假制度 1.週休二日 2.陪產假 3.家庭照顧假 4.女性同仁生理假 5.女性同仁育嬰假 6.員工新進到職即可享有特休 ◆ 其他 1.健康檢查 2.自選式福利 3.員工福儲信託 4.自購電腦補助 ◆ 補助類 1.結婚禮金 2.生育津貼 3.生日禮金 4.住院慰問金 5.喪葬補助,JAVA,"若有資訊證照, 請提供參考",軟體程式設計 、 網路程式設計 、 資料庫程式設計,Java 、 JSP 、 JDBC 、 MS SQL,2016-11-24,http://www.104.com.tw/job/?jobno=4bpiv&jobsource=n104bank1&hotjob_chr=,122
禾邑實業股份有限公司,6-10,專科以上,不拘,不拘,財務會計助理,1. 銀行業務(銀行進出帳、借款融資、TMU等實務經驗) 2. 工商登記、股務事宜、OBU帳冊管理 3. 財務報表分析、現金流量表分析 4. ERP系統導入資料輸入(應收應付、零用金、及銀行帳) 5. 協助行政總務庶務 6. 協助成本帳務結算，存貨盤點，各項科目表彙總 7. 協助各項人事行政工作 8. 協助執行招募計劃及處理 9. 負責、細心、認真、反應靈敏、善於溝通協調 10. 其他主管交辦事項 加班費、需穿著員工制服、員工在職教育訓練、週休二日 全勤獎金、年節獎金、員工生日禮金 男性員工陪產假 意外險、員工體檢、員工公出特別保險 誤餐費 員工定期聚餐 補助福利： 員工結婚補助、生育補助、員工國內、外進修補助、員工及眷屬喪葬補助 其他福利： ◆ 獎金 / 禮品類： 1.三節禮金/禮品 ◆ 保險類： 1.員工團保 ◆ 制度類： 1.介紹獎金 ◆ 請 / 休假制度： 1.特休/年假,人事財務管理師,1. 熟人事相關法規 如：勞基法、勞健退...等 2. 熟銀行相關業務等 2. 具相關經驗者尤佳,不拘,Excel 、 Word 、 中文打字20~50,2017-01-05,http://www.104.com.tw/job/?jobno=535a2&jobsource=n104bank1&hotjob_chr=,122
點睛品_英屬維爾京群島商周生生珠寶行股份有限公司台灣分公司,5,大學、碩士,不拘,8年以上,軟體設計工程師,工作內容： • 設計集團內部新系統架構 •  檢視並重新設計現有系統架構 工作經驗： • 5 年以上中大型系統開發經驗 • 3 年以上系統分析經驗 其他條件： • 維運或開發跨國集團內部系統經驗 • 有能力研究及整合開放原碼於新系統或現有系統 • 熟悉資訊安全並有實際經驗 • 熟悉關聯式資料庫、網路系統佈置或大型數據分析經驗 ◆ 員工薪酬類 保障底薪/業績獎金/競賽獎金 ◆ 員工福利類 年終獎金/春節獎金/員購優惠/年資獎勵/優於勞基法特休假 春酒晚會/員工旅遊或團康津貼/結婚、生育、喪葬津貼 ◆ 保險類 勞保/健保/退休金提撥/ 員工團保(壽險/意外險/住院醫療險/意外醫療險/癌症醫療險/職業災害險)/眷屬團保 ◆ 教育訓練 完整的教育訓練包括零售課程、專業產品課程及管理課程/進修資助 ◆ 制度化的晉升機制及績效考核辦法,System,未填寫,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=4x9ls&jobsource=n104bank1&hotjob_chr=,122
TEX  LEON  S.A.  DE  C.V.,5,專科以上,會計學相關、財稅金融相關、其他商業及管理相關,2年以上,記帳／出納／一般會計,1.辦理銀行現金存款、提款、匯款、轉帳作業。 2.執行一般現金收付作業。 3.核對儲存現金與記錄是否相符合。 4.管理零用金異動及撥補作業。 5.製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。 6.蒐集外部產業資料，藉以分析研究市場及同業狀況。 7.分析各單位與轉投資事業之經營績效。 8.負責預算編審與控管。 1.工作滿一年提供21天假期 2.返台機票補助 3.提供完善的住宿環境 4.餐費津貼 5.保險津貼 6.年終獎金 7.績效分紅 8.多元的教育訓練 9.相關的語言課程 10.優質的工作環境 11.完善升遷管道,會計人員,乙級商業計算技術士 、 乙級會計事務技術士 、 普考記帳士 、 中小企業財務人員認證 、 會計能力測驗二級合格證書,不拘,不拘,2016-07-29,http://www.104.com.tw/job/?jobno=3k8hb&jobsource=n104bank1&hotjob_chr=,122
東光凡而工業股份有限公司,6-10,專科、大學、碩士,資訊工程相關,3年以上,網路管理工程師,1.設定、檢修網路設備。 2.規劃網路管理機制。 3.控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。 4.監控系統運作，並建立危機處理的標準流程。 5.分析、解決用戶端通訊問題。 6.規劃、執行資料庫資料備援及回覆計畫。 7.管理各項資料庫資源使用，包含使用數量、權限管理、使用空間、系統資源等。 8.提供諮詢並處理使用者電腦的相關問題。 9.確保各部門之資訊設備順暢運作，分析工作流程，排定作業順序，設立標準值並訂定截期。 10.建構電腦資訊系統，確保資料之安控，並進行損害修復。 休假福利：週休二日及依勞基法規定之各項休假 保險福利：勞保、健保、勞退、團體意外險 交通伙食：員工停車場、供應午餐 衣著福利：員工制服 娛樂福利：自強活動、旅遊、聚餐 補助福利：員工結婚補助、員工在職教育訓練、員工及眷屬喪葬補助,管理部-資訊專員,具備電腦相關證照,不拘,不拘,2017-01-04,http://www.104.com.tw/job/?jobno=59h8f&jobsource=n104bank1&hotjob_chr=,122
露天市集國際資訊股份有限公司,5,專科以上,資訊工程相關、數理統計相關、數學及電算機科學學科類,5年以上,Internet程式設計師,1. 將需求單位所提出的網站概念圖像與流程，分析其功能與需求，並轉化成具體的程式碼 2. 與產品規劃及前端工程等部門共同合作，進行溝通與產品開發 3. 行動體驗最佳化：打造對於行動應用友善的流程，開發為觸控最佳化的操作模式 4. 既有功能之維護與更新 【露天市集正職夥伴福利】 •獎金福利：全勤獎金、生日禮金、三節獎金及員工分紅 •保險福利：勞保、健保、6%勞退提撥金及員工團保 •補助福利：員工婚喪補助、生育補助、員工英語學習補助及獎勵金 •健檢福利：每年定期舉辦免費健康檢查 •休閒福利：咖啡無限暢飲、飲料補助、電影票及不定期下午茶 •請/休假：週休二日、優於勞基法規定之特休/年假,露天市集-資深PHP網頁工程師,"1. 至少會使用 PHP,Ruby,Python,Java 等網路程式設計常用語言之一 2. 熟悉 HTML5, CSS3 及 Mobile Web 相關 Standards 3. 熟練的 Javascript/jQuery 使用, 具有在開發Mobile Web應用開發經驗者更佳 4. 具有 SQL 使用經驗, 尤其是 Oracle, MySQL 與 SQLite3 5. 有使用 VCS(git,svn) 經驗者尤佳 6. 有挑戰大流量、超多使用者、巨量商品資料及交易資料網站的熱誠",結構化程式設計 、 網路程式設計 、 模組化系統設計 、 資料庫程式設計,PHP 、 Apache SOAP 、 JavaScript 、 XML 、 XML Web services 、 jQuery,2017-01-05,http://www.104.com.tw/job/?jobno=39aja&jobsource=n104bank1&hotjob_chr=,122
美商宏道資訊股份有限公司台灣分公司,5,大學以上,不拘,3年以上,軟體專案主管,"* 售前技術支援.在售前階段協助業務進行技術支援 * 專案分析整合能力,具有(系統)分析,發展,整合客戶的軟體專案需求及撰寫計劃書經驗 * 規劃相關資料向客戶或經銷商展示產品或進行教育訓練 * 第一線售後技術支援與服務 * 有軟體程式開發經驗,可協助撰寫程式 * 整合協調公司內外技術資源完成客戶專案 勞保，健保",資深企業軟體技術顧問/銷售支援工程師/Presales,"* 大學以上學歷 * 五年以上軟體技術顧問或專案經理經驗,如有大型客戶或專案經驗尤佳 * 熟悉各類企業應用系統整合開發並有結案實績 * 熟悉APP 開發及API 整合 * 具有實際參與SSO( LDAP, AD等)開發經驗尤佳",提案與簡報技巧 、 系統整合分析 、 軟體程式設計,Linux 、 Solaris 、 UNIX 、 Java 、 JSP 、 Visual C++ 、 Oracle 、 DHTML 、 HTML 、 XML 、 Excel 、 Outlook 、 PowerPoint 、 Project 、 Word,2016-11-21,http://www.104.com.tw/job/?jobno=2eou1&jobsource=n104bank1&hotjob_chr=,122
德翔海運股份有限公司,5,大學、碩士,不拘,5年以上,軟體設計工程師,1.負責軟體之分析、設計以及程式撰寫。 2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。 3.進行軟體之測試與修改。 4.協助研發軟體新技術與新工具。 5.熟SQL Server或Oracle資料庫。 福利介紹 保　　險：享勞、健保 福　　利：生日禮金、婚喪喜慶補助金、 端午/中秋節金/年終獎金 旅遊補助...等(以上依公司辦法核發),程式設計主管,"1.具參與會計ERP導入經驗 2.限大學資訊工程,資訊科學,資訊管理及理工相關科系以上學歷畢業 3.熟Delphi語言尤佳.",不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=4yin0&jobsource=n104bank1&hotjob_chr=,122
國泰世華商業銀行股份有限公司_人力資源部,5,大學以上,商業及管理學科類、數理統計相關,1年以上,金融研究員,1.協助建置海外作業風險管理制度。 2.其他作業風險相關業務或交辦事項。 1.享勞、健保、意外險及員工福利團體保險 2.定期教育訓練 3.員工優惠存款 4.年節福利及生日禮金 5.員工旅遊補助、社團活動 6.關係企業員工優惠,【風管】作業風險監控專業人員,【學經歷要求】 1.商學或統計相關系所畢業。 2.具邏輯分析能力及團隊精神、溝通協調能力與抗壓能力佳。 【其他條件】 1.具作業風險管理經驗尤佳。 2.英文聽說讀寫能力佳。,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=59mzz&jobsource=n104bank1&hotjob_chr=,125
馬來西亞商綠馳通訊科技股份有限公司台灣分公司,11-30,大學以上,資訊管理相關、其他商業及管理相關,3年以上,專案管理主管,"1. 至少兩年程式設計工作經驗，不含學校計畫或作業 2. 負責管理整個軟體開發專案之流程（如：前置規劃、流程分析、解決方案評估、系統分析、系統設計、系統開發、資料驗證、系統測試、使用者測試） 3. 進行專案過程中必要之溝通協調工作 4. 英文說寫流利，並能製作專業簡報 5. 具備手機 / Tablet等移動式產品軟體APP開發或外包管理經驗者尤佳 -勞保、健保、退休金 -週休二日 -任職一年以上員工配有認股權 -優於勞基法休假 (任職一年以上員工,給予16天特休假) -團體保險,含意外、意外醫療、意外住院醫療 -海外旅行平安險 -年度員工健康檢查(2年一次) -定期員工慶生",軟體專案經理,未填寫,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=53i4f&jobsource=n104bank1&hotjob_chr=,125
